Timestamp (ASCII);Timestamp (s);Timecounter (s);IMU X Acc (G);IMU Y Acc (G);IMU Z Acc (G);IMU X Gyr (dps);IMU Y Gyr (dps);IMU Z Gyr (dps);IMU X Mag (gauss);IMU Y Mag (gauss);IMU Z Mag (gauss);Temperature (C);Batt Voltage (V);RSSI (-dB)
05.03.2026 17:28:49.316858;1772728129.3168578;1.3481140;0.0342820;-0.0076860;-0.9797820;-0.5425000;-0.6650000;0.1925000;0.0543621;-0.1990355;-0.1074090;9.3398438;4.0000000;62
05.03.2026 17:28:49.325913;1772728129.3259132;1.3571700;0.0340380;-0.0080520;-0.9794160;-0.5600000;-0.6300000;0.1750000;0.0482245;-0.1907058;-0.1025866;9.3398438;4.0000000;62
05.03.2026 17:28:49.334969;1772728129.3349688;1.3662260;0.0342820;-0.0076860;-0.9794160;-0.5600000;-0.6125000;0.1925000;0.0482245;-0.1907058;-0.1025866;9.3398438;4.0000000;62
05.03.2026 17:28:49.344024;1772728129.3440244;1.3752820;0.0344040;-0.0076860;-0.9792940;-0.5950000;-0.5775000;0.1925000;0.0482245;-0.1907058;-0.1025866;9.3398438;4.0000000;62
05.03.2026 17:28:49.353080;1772728129.3530798;1.3843380;0.0347700;-0.0075640;-0.9792940;-0.5950000;-0.5425000;0.1750000;0.0482245;-0.1907058;-0.1025866;9.3398438;4.0000000;62
05.03.2026 17:28:49.362135;1772728129.3621354;1.3933940;0.0341600;-0.0078080;-0.9785620;-0.5950000;-0.6825000;0.1225000;0.0482245;-0.1907058;-0.1025866;9.3398438;4.0000000;62
05.03.2026 17:28:49.371191;1772728129.3711910;1.4024500;0.0341600;-0.0084180;-0.9781960;-0.5425000;-0.7000000;0.1750000;0.0482245;-0.1907058;-0.1025866;9.3398438;4.0000000;62
05.03.2026 17:28:49.380246;1772728129.3802464;1.4115060;0.0341600;-0.0080520;-0.9788060;-0.5600000;-0.6300000;0.1575000;0.0482245;-0.1907058;-0.1025866;9.3398438;4.0000000;62
05.03.2026 17:28:49.389302;1772728129.3893020;1.4205620;0.0344040;-0.0080520;-0.9795380;-0.5775000;-0.6475000;0.1225000;0.0482245;-0.1907058;-0.1025866;9.3398438;4.0000000;62
05.03.2026 17:28:49.398360;1772728129.3983595;1.4296199;0.0337940;-0.0080520;-0.9786840;-0.5250000;-0.6825000;0.1575000;0.0526085;-0.1937747;-0.0916265;9.4687500;4.0000000;60
