Timestamp (ASCII);Timestamp (s);Timecounter (s);Ch 1;Ch 2;Ch 3;Ch 4;
06.02.2026 15:12:33.298076;1770387153.2980757;2.5052631;-0.1723226;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.308031;1770387153.3080306;2.5152131;-0.1722611;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.317986;1770387153.3179855;2.5251631;-0.1722155;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.327940;1770387153.3279405;2.5351130;-0.1721950;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.337895;1770387153.3378954;2.5450630;-0.1722518;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.347850;1770387153.3478503;2.5550130;-0.1722369;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.357805;1770387153.3578053;2.5649629;-0.1722565;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.367760;1770387153.3677602;2.5749129;-0.1722397;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.377715;1770387153.3777151;2.5848629;-0.1723152;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.387670;1770387153.3876700;2.5948128;-0.1723049;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.397625;1770387153.3976250;2.6047628;-0.1722863;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.407580;1770387153.4075799;2.6147128;-0.1722872;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.417535;1770387153.4175348;2.6246628;-0.1722919;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.427490;1770387153.4274900;2.6346127;-0.1722919;0.0000000;0.0000000;0.0000000;
06.02.2026 15:12:33.437445;1770387153.4374449;2.6445627;-0.1723105;0.0000000;0.0000000;0.0000000;
