Timestamp (ASCII);Timestamp (s);Timecounter (s);Ch 1;Ch 2;Ch 3;Ch 4
05.03.2026 15:24:43.147856;1772720683.147856;0.0;-0.7781814789999999;1.4893645420000001;0;0
05.03.2026 15:24:43.152953;1772720683.152953;0.005097;-0.7795356219999999;1.489695161;0;0
05.03.2026 15:24:43.158050;1772720683.15805;0.010195;-0.778004528;1.487529836;0;0
05.03.2026 15:24:43.163148;1772720683.163148;0.015292;-0.7772073159999999;1.4874367039999998;0;0
05.03.2026 15:24:43.168245;1772720683.168245;0.020389;-0.7787868389999999;1.491667702;0;0
05.03.2026 15:24:43.173342;1772720683.173342;0.025486;-0.7794536659999999;1.489249058;0;0
05.03.2026 15:24:43.178439;1772720683.178439;0.030584;-0.778122806;1.484634354;0;0
05.03.2026 15:24:43.183537;1772720683.183537;0.035681;-0.778209419;1.488756388;0;0
05.03.2026 15:24:43.188634;1772720683.188634;0.040778;-0.7793689149999999;1.490524038;0;0
05.03.2026 15:24:43.193731;1772720683.193731;0.045875;-0.779476949;1.488612964;0;0
05.03.2026 15:24:43.198829;1772720683.198829;0.050973;-0.778266229;1.487670466;0;0
05.03.2026 15:24:43.203926;1772720683.203926;0.05607;-0.777910464;1.4898311340000001;0;0
05.03.2026 15:24:43.209023;1772720683.209023;0.061167;-0.780351461;1.4903713010000001;0;0
05.03.2026 15:24:43.214120;1772720683.21412;0.066265;-0.7788240919999999;1.487926579;0;0
05.03.2026 15:24:43.219218;1772720683.219218;0.071362;-0.774692745;1.4871545130000001;0;0
05.03.2026 15:24:43.224315;1772720683.224315;0.076459;-0.7779020819999999;1.488965004;0;0
05.03.2026 15:24:43.229412;1772720683.229412;0.081556;-0.7792552939999999;1.489289104;0;0
05.03.2026 15:24:43.234509;1772720683.234509;0.086654;-0.7781917239999999;1.488355919;0;0
05.03.2026 15:24:43.239607;1772720683.239607;0.091751;-0.77761151;1.487731933;0;0
05.03.2026 15:24:43.244704;1772720683.244704;0.096848;-0.7794788109999999;1.490911468;0;0
05.03.2026 15:24:43.249779;1772720683.249779;0.101923;-0.7798643789999999;1.4901151879999999;0;0
05.03.2026 15:24:43.254877;1772720683.254877;0.107021;-0.778538176;1.484047621;0;0
05.03.2026 15:24:43.259975;1772720683.259975;0.112119;-0.777740963;1.4886381100000001;0;0
05.03.2026 15:24:43.265073;1772720683.265073;0.117217;-0.7791910329999999;1.49062369;0;0
05.03.2026 15:24:43.270171;1772720683.270171;0.122315;-0.7790140809999999;1.488535664;0;0
05.03.2026 15:24:43.275269;1772720683.275269;0.127413;-0.77792164;1.4871479939999999;0;0
05.03.2026 15:24:43.280367;1772720683.280367;0.132511;-0.7773758849999999;1.48932822;0;0
05.03.2026 15:24:43.285465;1772720683.285465;0.137609;-0.7793400439999999;1.489900983;0;0
05.03.2026 15:24:43.290563;1772720683.290563;0.142707;-0.7789526139999999;1.4880988739999998;0;0
05.03.2026 15:24:43.295661;1772720683.295661;0.147805;-0.774689019;1.4874003820000001;0;0
05.03.2026 15:24:43.300759;1772720683.300759;0.152903;-0.7781246679999999;1.489724963;0;0
05.03.2026 15:24:43.305857;1772720683.305857;0.158001;-0.7801111789999999;1.489566639;0;0
05.03.2026 15:24:43.310955;1772720683.310955;0.163099;-0.7789675149999999;1.488771289;0;0
05.03.2026 15:24:43.316053;1772720683.316053;0.168197;-0.7780604069999999;1.488357782;0;0
05.03.2026 15:24:43.321151;1772720683.321151;0.173295;-0.77938661;1.4900304370000002;0;0
05.03.2026 15:24:43.326249;1772720683.326249;0.178393;-0.7800823079999999;1.490010879;0;0
05.03.2026 15:24:43.331346;1772720683.331346;0.183491;-0.7780194289999999;1.4839395880000001;0;0
05.03.2026 15:24:43.336444;1772720683.336444;0.188589;-0.777202659;1.487897708;0;0
05.03.2026 15:24:43.341542;1772720683.341542;0.193687;-0.7786350329999999;1.49167329;0;0
05.03.2026 15:24:43.346640;1772720683.34664;0.198785;-0.7786657669999999;1.488747075;0;0
05.03.2026 15:24:43.351738;1772720683.351738;0.203883;-0.7781824099999999;1.4874171459999999;0;0
05.03.2026 15:24:43.356836;1772720683.356836;0.208981;-0.7777949799999999;1.4897491779999998;0;0
05.03.2026 15:24:43.361934;1772720683.361934;0.214078;-0.7794182749999999;1.491113565;0;0
05.03.2026 15:24:43.367032;1772720683.367032;0.219176;-0.779511408;1.488626003;0;0
05.03.2026 15:24:43.372130;1772720683.37213;0.224274;-0.7755160339999999;1.4877617349999999;0;0
05.03.2026 15:24:43.377228;1772720683.377228;0.229372;-0.7782792679999999;1.489793881;0;0
05.03.2026 15:24:43.382326;1772720683.382326;0.23447;-0.7812632249999999;1.4896793289999999;0;0
05.03.2026 15:24:43.387424;1772720683.387424;0.239568;-0.7790280509999999;1.4882525420000001;0;0
05.03.2026 15:24:43.392522;1772720683.392522;0.244666;-0.777494163;1.487674191;0;0
05.03.2026 15:24:43.397620;1772720683.39762;0.249764;-0.7790774109999999;1.489235088;0;0
05.03.2026 15:24:43.402718;1772720683.402718;0.254862;-0.77967532;1.489747315;0;0
05.03.2026 15:24:43.407816;1772720683.407816;0.25996;-0.7776813589999999;1.484192907;0;0
05.03.2026 15:24:43.412914;1772720683.412914;0.265058;-0.777497888;1.488063484;0;0
05.03.2026 15:24:43.418033;1772720683.418033;0.270177;-0.7789917299999999;1.4930162569999998;0;0
05.03.2026 15:24:43.423131;1772720683.423131;0.275275;-0.7793726409999999;1.4895889900000001;0;0
05.03.2026 15:24:43.428228;1772720683.428228;0.280372;-0.7784757769999999;1.4883456750000001;0;0
05.03.2026 15:24:43.433325;1772720683.433325;0.285469;-0.7784925409999999;1.489647664;0;0
05.03.2026 15:24:43.438423;1772720683.438423;0.290567;-0.7793391129999999;1.491108909;0;0
05.03.2026 15:24:43.443520;1772720683.44352;0.295664;-0.779712573;1.488234847;0;0
05.03.2026 15:24:43.448617;1772720683.448617;0.300761;-0.7758922879999999;1.487269066;0;0
05.03.2026 15:24:43.453714;1772720683.453714;0.305859;-0.778077171;1.489304937;0;0
05.03.2026 15:24:43.458812;1772720683.458812;0.310956;-0.7813302809999999;1.489543355;0;0
05.03.2026 15:24:43.463909;1772720683.463909;0.316053;-0.7786918439999999;1.487874425;0;0
05.03.2026 15:24:43.469006;1772720683.469006;0.321151;-0.7775994019999999;1.487915404;0;0
05.03.2026 15:24:43.474104;1772720683.474104;0.326248;-0.7788669319999999;1.489267684;0;0
05.03.2026 15:24:43.479201;1772720683.479201;0.331345;-0.7798736919999999;1.49021577;0;0
05.03.2026 15:24:43.484298;1772720683.484298;0.336442;-0.778077171;1.4862343660000001;0;0
05.03.2026 15:24:43.489396;1772720683.489396;0.34154;-0.777955168;1.4885906119999999;0;0
05.03.2026 15:24:43.494493;1772720683.494493;0.346637;-0.7794126869999999;1.4944327990000001;0;0
05.03.2026 15:24:43.499590;1772720683.49959;0.351734;-0.7798746229999999;1.489878632;0;0
05.03.2026 15:24:43.504687;1772720683.504687;0.356832;-0.7781814789999999;1.487581059;0;0
05.03.2026 15:24:43.509785;1772720683.509785;0.361929;-0.7781181489999999;1.4890674499999998;0;0
05.03.2026 15:24:43.514882;1772720683.514882;0.367026;-0.7787486539999999;1.490083523;0;0
05.03.2026 15:24:43.519979;1772720683.519979;0.372124;-0.7793726409999999;1.487651839;0;0
05.03.2026 15:24:43.525077;1772720683.525077;0.377221;-0.7768375809999999;1.487201079;0;0
05.03.2026 15:24:43.530174;1772720683.530174;0.382318;-0.777702779;1.489337533;0;0
05.03.2026 15:24:43.535271;1772720683.535271;0.387415;-0.782149845;1.490358263;0;0
